RT rt_PROPN_Masc_Sing
@BelinhaPoodleBR twitterhandle_PROPN_Sing
: :
Lógica lógico_NOUN_Fem_Sing
esquerdista esquerdista_ADJ_Fem_Sing
: :
Presidente presidente_NOUN_Masc_Sing
que que_PRON_Rel_Masc_Sing
pede pedir_VERB_Fin_Sing
o o_DET_Masc_Sing
apoio apoio_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
povo povo_NOUN_Masc_Sing
é ser_AUX_Fin_Sing
ditador ditador_NOUN_Masc_Sing
( (
e e_CCONJ
usam usar_VERB_Fin_Plur
de de_ADP
exemplo exemplo_NOUN_Masc_Sing
o o_DET_Masc_Sing
vizinho vizinho_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
face_screaming_in_fear_e face_screaming_in_fear_e
) )
ex-p ex-p
… …
